0.1,0.068205,0.047572,0.055389,0.056972,0.02172
0.2,0.062581,0.043569,0.052208,0.05869,0.032386
0.3,0.070374,0.047297,0.071612,0.052805,0.016322
0.4,0.07831,0.049771,0.053026,0.052421,0.008255
0.5,0.076442,0.039385,0.062063,0.054973,0.026892
0.6,0.08582,0.045247,0.054409,0.050714,0.027223
0.7,0.092994,0.045932,0.050704,0.058536,0.0104
0.8,0.095333,0.027645,0.052219,0.060379,0.030136
0.9,0.064572,0.039502,0.047597,0.054696,0.020611
1,0.066884,0.05917,0.058496,0.059172,0.029054
1.1,0.05806,0.049958,0.06329,0.062727,0.012431
1.2,0.055687,0.049185,0.056947,0.057971,0.025237
1.3,0.051633,0.057831,0.069955,0.044661,0.020777
1.4,0.055774,0.058757,0.068255,0.051356,0.025046
1.5,0.046556,0.049184,0.061098,0.052606,0.026967
1.6,0.057192,0.061222,0.066226,0.055652,0.021857
1.7,0.051734,0.042608,0.067103,0.054203,0.018106
1.8,0.060257,0.04324,0.067243,0.048875,0.020594
1.9,0.059714,0.045843,0.062225,0.055587,0.012391
2,0.058536,0.036996,0.054442,0.052728,0.0069233
2.1,0.067604,0.043638,0.052105,0.050936,0.009126
2.2,0.06974,0.056636,0.059426,0.052716,0.0064268
2.3,0.063996,0.041907,0.054949,0.043885,0.0041805
2.4,0.064374,0.024333,0.056841,0.055695,0.0042395
2.5,0.060908,0.043969,0.060243,0.044317,0.0051794
2.6,0.059565,0.041476,0.056772,0.051192,0.0010948
2.7,0.052662,0.044249,0.093799,0.049133,-0.0032956
2.8,0.053639,0.026474,0.05468,0.051302,-0.0063301
2.9,0.053525,0.028321,0.050479,0.05766,0.00535
3,0.060429,0.018052,0.051685,0.049547,0.00087995
3.1,0.055815,0.015391,0.056808,0.049697,0.0020177
3.2,0.057897,0.021907,0.049284,0.051594,0.012965
3.3,0.056918,0.016782,0.047505,0.053286,0.010783
3.4,0.061163,0.012058,0.054545,0.05024,0.014153
3.5,0.090358,0.029377,0.051954,0.05432,0.0045548
3.6,0.08072,0.020628,0.045437,0.053589,0.00087679
3.7,0.068677,0.025437,0.048006,0.050512,0.0057301
3.8,0.061948,0.019974,0.039848,0.045626,0.0061835
3.9,0.066032,0.032742,0.056252,0.052883,-0.0033814
4,0.064352,0.036173,0.048602,0.04867,0.0088999
4.1,0.048037,0.035709,0.066368,0.04688,-0.0026122
4.2,0.046292,0.036961,0.0634,0.049344,0.011213
