0.1,0.055753,0.036998,0.023234,0.080797,0.0072997
0.2,0.051459,0.044897,0.020743,0.079074,0.0056297
0.3,0.049989,0.037573,0.0152,0.07981,0.082266
0.4,0.037581,0.041915,0.020595,0.065054,0.04536
0.5,0.045038,0.040339,0.033649,0.06761,0.023017
0.6,0.036201,0.042716,0.026964,0.072166,0.017627
0.7,0.03249,0.04443,0.075274,0.065333,0.026503
0.8,0.036631,0.048276,0.10393,0.052123,0.031891
0.9,0.038847,0.040741,0.093855,0.063066,0.017509
1,0.035012,0.039735,0.094179,0.06222,0.014352
1.1,0.035031,0.040107,0.084998,0.068562,0.015402
1.2,0.016852,0.040393,0.076911,0.083819,0.034354
1.3,0.02295,0.035426,0.057848,0.073295,0.022558
1.4,0.03572,0.036827,0.06106,0.082073,0.021991
1.5,0.03115,0.039222,0.044568,0.077359,0.0090174
1.6,0.019434,0.03633,0.032664,0.076166,0.01491
1.7,0.018861,0.045024,0.047498,0.068217,0.010113
1.8,0.011555,0.038974,0.030491,0.070712,0.015034
1.9,0.0085413,0.039089,0.042176,0.069921,0.021021
2,0.0055007,0.047734,0.031986,0.086463,0.027423
2.1,0.0013548,0.044504,0.038504,0.078286,0.027734
2.2,0.0058615,0.037876,0.035676,0.066011,0.035491
2.3,0.00084478,0.034774,0.034474,0.077221,0.02226
2.4,-0.00045525,0.044276,0.022924,0.07269,0.019135
2.5,-0.013939,0.057779,0.02573,0.073523,0.018148
2.6,-0.0048309,0.051512,0.016536,0.091856,0.016965
2.7,0.0041634,0.052459,0.025763,0.091318,0.028321
2.8,0.027481,0.058913,0.030257,0.097363,0.02946
2.9,0.023667,0.057829,0.029111,0.088647,0.025127
3,0.036388,0.062713,0.022697,0.0968,0.026191
3.1,0.035282,0.05414,0.02569,0.082081,0.022284
3.2,0.02389,0.055791,0.037534,0.077631,0.029545
3.3,0.033605,0.068364,0.060704,0.081004,0.030171
3.4,0.040595,0.064864,0.048418,0.079904,0.02882
3.5,0.046222,0.056624,0.045529,0.085666,0.022313
3.6,0.053479,0.063817,0.036248,0.095563,0.035242
3.7,0.062196,0.059566,0.039113,0.090448,0.026094
3.8,0.069198,0.060552,0.037725,0.10488,0.022939
3.9,0.081487,0.067105,0.035358,0.1057,0.020189
4,0.079906,0.061076,0.02565,0.11194,0.025899
4.1,0.085962,0.064456,0.036977,0.11842,0.042873
4.2,0.095933,0.061112,0.034631,0.12265,0.032538
4.3,0.10983,0.05001,0.031868,0.12593,0.028499
4.4,0.10831,0.050868,0.032757,0.12968,0.018787
4.5,0.10055,0.045861,0.029419,0.1257,0.02115
4.6,0.10182,0.035825,0.046951,0.11956,0.031612
4.7,0.079091,0.048711,0.042272,0.11242,0.028858
4.8,0.076959,0.044589,0.04023,0.10416,0.029079
4.9,0.067262,0.047487,0.039021,0.10146,0.01943
5,0.069837,0.037947,0.035519,0.096732,0.031457
5.1,0.064675,0.048731,0.040513,0.095577,0.030964
5.2,0.043862,0.049897,0.038265,0.09511,0.024713
5.3,0.057487,0.042487,0.04402,0.094637,0.036467
5.4,0.055597,0.043942,0.042252,0.096934,0.041438
5.5,0.053033,0.031191,0.041126,0.085384,0.035578
5.6,0.058325,0.036837,0.052986,0.093096,0.036036
5.7,0.050813,0.04442,0.064083,0.092673,0.054512
5.8,0.050013,0.035586,0.071701,0.087906,0.036628
5.9,0.037468,0.039057,0.060267,0.097661,0.038954
6,0.05525,0.034995,0.046771,0.095403,0.049765
6.1,0.042406,0.045437,0.056119,0.084043,0.034625
6.2,0.038985,0.026516,0.050722,0.07868,0.029959
6.3,0.034453,0.025981,0.045233,0.084764,0.041099
6.4,0.045788,0.043317,0.063803,0.079963,0.030175
6.5,0.040419,0.036634,0.053492,0.068638,0.018824
6.6,0.033775,0.037885,0.053469,0.084707,0.013729
6.7,0.026213,0.039616,0.050354,0.074192,0.020207
6.8,0.04128,0.032145,0.053251,0.069018,0.0069051
6.9,0.030316,0.031984,0.033358,0.072367,0.010399
7,0.033103,0.03431,0.044016,0.066842,-0.00031981
7.1,0.038962,0.04271,0.026455,0.070469,0.0097713
7.2,0.042121,0.042985,0.044057,0.074301,0.032987
7.3,0.04889,0.031265,0.046586,0.071613,0.036924
7.4,0.04307,0.038695,0.05003,0.075826,0.044678
7.5,0.033787,0.040337,0.056075,0.077204,0.031379
7.6,0.0338,0.042005,0.047112,0.074139,0.027298
7.7,0.031804,0.052969,0.066342,0.056971,0.024226
7.8,0.030721,0.053395,0.12436,0.069855,0.031981
7.9,0.029663,0.041,0.11629,0.077612,0.01454
8,0.035357,0.050758,0.112,0.068474,0.014428
8.1,0.032812,0.046916,0.10462,0.076663,0.012482
8.2,0.022494,0.047352,0.10239,0.078392,0.015988
8.3,0.020268,0.053033,0.090678,0.065194,0.018431
8.4,0.031102,0.029438,0.065236,0.053631,0.014814
8.5,0.025905,0.017673,0.062437,0.072984,0.018337
8.6,0.024642,0.017947,0.058188,0.071277,0.018132
8.7,0.02258,0.007796,0.057278,0.069486,0.033781
8.8,0.02228,0.013208,0.057285,0.056831,0.027043
8.9,0.016219,0.017892,0.046047,0.060754,0.020468
9,0.024641,0.0093692,0.037206,0.061322,0.017199
9.1,0.013377,0.013686,0.053675,0.065137,0.01638
9.2,0.014945,0.0096079,0.092348,0.071277,0.034247
9.3,0.024181,0.0083245,0.11104,0.071852,0.017114
9.4,0.022813,0.01703,0.10475,0.07667,0.0093455
9.5,0.016145,0.0069779,0.088409,0.072802,0.021063
9.6,0.027966,0.025492,0.073888,0.08485,0.008467
9.7,0.026163,0.0088702,0.06446,0.099576,0.022957
9.8,0.028811,0.024057,0.063608,0.10206,0.009633
9.9,0.044776,0.018121,0.044218,0.095299,0.0090686
10,0.03449,0.016996,0.046161,0.11129,0.0029602
10.1,0.029606,0.010529,0.055386,0.10962,0.0089935
10.2,0.028784,0.014478,0.047197,0.092841,0.019501
10.3,0.029265,0.028698,0.047724,0.097302,0.0075896
10.4,0.046002,0.016412,0.057007,0.099824,0.0089013
10.5,0.049125,0.028774,0.038508,0.10274,0.028565
10.6,0.058623,0.020586,0.050512,0.08835,0.011028
10.7,0.082438,0.030147,0.054903,0.090935,0.019693
10.8,0.08069,0.023168,0.043806,0.082025,0.011907
10.9,0.070463,0.036875,0.047615,0.06996,0.020842
11,0.075509,0.027738,0.045089,0.075616,0.014556
11.1,0.060059,0.036982,0.051542,0.083654,0.0044145
11.2,0.062684,0.025936,0.030479,0.068959,0.0085505
11.3,0.051609,0.02345,0.028796,0.066325,0.014623
11.4,0.051442,0.016254,0.040485,0.064215,0.013236
11.5,0.039706,0.023531,0.03871,0.057097,0.015361
11.6,0.032598,0.03662,0.036721,0.061215,0.019136
11.7,0.03533,0.031343,0.046552,0.068561,0.028353
11.8,0.037568,0.039187,0.050997,0.065827,0.025443
11.9,0.035175,0.046206,0.092564,0.074068,0.021765
12,0.022884,0.024508,0.1069,0.070237,0.051568
12.1,0.031941,0.026939,0.092102,0.070537,0.054196
12.2,0.037543,0.032144,0.074432,0.069667,0.043899
12.3,0.021556,0.041976,0.06885,0.066121,0.045321
12.4,0.02491,0.037503,0.055867,0.069684,0.03915
12.5,0.017126,0.037139,0.056118,0.061113,0.029991
12.6,0.019218,0.037123,0.05703,0.061393,0.025531
12.7,0.0091911,0.036628,0.056708,0.051821,0.035968
12.8,0.018852,0.037846,0.044746,0.050501,0.050045
12.9,0.024989,0.045049,0.038591,0.042417,-0.0079419
13,0.033771,0.04677,0.060045,0.035526,0.027756
13.1,0.032966,0.04409,0.058251,0.035639,0.025339
13.2,0.027051,0.043351,0.047247,0.028157,0.021387
13.3,0.033287,0.044771,0.048743,0.043649,0.011533
13.4,0.046086,0.03602,0.059199,0.050137,0.012339
13.5,0.03691,0.031886,0.064604,0.039646,0.022986
13.6,0.043591,0.044902,0.069589,0.041103,0.015055
13.7,0.074602,0.042333,0.085285,0.038212,0.028524
13.8,0.061651,0.043559,0.077534,0.042113,0.018882
13.9,0.075082,0.039496,0.089779,0.037907,0.028792
14,0.064716,0.041188,0.069148,0.049831,0.025078
14.1,0.062878,0.039578,0.065372,0.040817,0.022979
14.2,0.059449,0.036599,0.056345,0.048799,0.017843
14.3,0.053896,0.034705,0.061089,0.050097,0.026296
14.4,0.05054,0.027005,0.06681,0.055307,0.024596
14.5,0.045848,0.034807,0.054543,0.060588,0.022263
14.6,0.044966,0.036424,0.050072,0.056766,0.012814
14.7,0.041482,0.036541,0.046354,0.046,0.018141
14.8,0.029198,0.03419,0.049862,0.044588,0.020253
14.9,0.037587,0.027916,0.060908,0.047294,0.018143
15,0.026302,0.029245,0.053314,0.041391,0.021421
15.1,0.032512,0.026926,0.044673,0.044861,0.023019
15.2,0.026673,0.023734,0.038626,0.058237,0.025978
15.3,0.028398,0.017698,0.050602,0.056064,0.030837
15.4,0.042152,0.021781,0.032139,0.059962,0.021448
15.5,0.044641,0.033436,0.050266,0.053539,0.040535
15.6,0.041182,0.019438,0.038314,0.05509,0.025375
15.7,0.035574,0.028314,0.037751,0.048919,0.030126
15.8,0.034515,0.032718,0.042804,0.058578,0.031366
15.9,0.024694,0.024408,0.039234,0.065611,0.044412
16,0.027612,0.025965,0.036362,0.05695,0.030148
16.1,0.017194,0.028377,0.032447,0.05658,0.028545
16.2,0.020386,0.026024,0.044617,0.061571,0.033634
16.3,0.025063,0.02563,0.053028,0.064754,0.026028
16.4,0.022952,0.042927,0.050853,0.072781,0.026137
16.5,0.02319,0.033085,0.052238,0.06787,0.038437
16.6,0.025239,0.038684,0.046345,0.088975,0.026533
16.7,0.032496,0.030586,0.048951,0.079648,0.034623
16.8,0.0334,0.023064,0.049098,0.084077,0.039697
16.9,0.043373,0.023412,0.046209,0.069958,0.033166
17,0.040575,0.0093062,0.060296,0.069729,0.022332
17.1,0.057074,0.0075052,0.050903,0.060986,0.026596
17.2,0.067867,0.0080625,0.047756,0.066442,0.025326
17.3,0.085781,0.0049838,0.044864,0.049857,0.029813
17.4,0.085619,0.016775,0.050749,0.03527,0.01447
